symbol,timeframe,side,entry_time,entry_price,size,stop_loss,take_profit,exit_time,exit_price,pnl,r_multiple,status,signal_time,strategy_version,triangle_type,risk_amount,score_total,score_trend_quality,score_zone_quality,score_risk_quality,triangle_cleanliness_score,triangle_wick_violation_count,triangle_close_violation_count,triangle_max_wick_violation,triangle_max_close_violation,triangle_line_tolerance_used
BTC,15m,short,1780558200000,63633.1675,0.006052080854937677,64468.0,62059.0,1780639200000,62090.0295,8.958752469534225,1.7731417997023498,closed,1780557300000,triangle-trend-zones-15m-scoring-v1,symmetrical,4.859820926514955,90.21481318220097,17.0,20.0,20.0,18.83630721489526,1,0,0.0003273855702094795,0.0,0.002
BTC,15m,short,1780657200000,62484.742000000006,0.006682036360848263,63258.0,61056.0,1780667100000,61086.528,8.930062928599042,1.7283084882406867,closed,1780656300000,triangle-trend-zones-15m-scoring-v1,ascending,4.904614688862625,76.24480394573085,15.0,6.0,20.0,18.779792089249483,1,0,0.0004404158215010345,0.0,0.002
BTC,15m,short,1780668000000,60669.65,0.001934818218727764,63258.0,55584.0,1780869600000,63289.62899999999,-5.189102437578912,-1.0361653715687575,closed,1780667100000,triangle-trend-zones-15m-scoring-v1,symmetrical,4.94926500350562,94.36385513414609,17.0,20.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1780893900000,62636.666000000005,0.0037110448427018035,63464.0,61076.0,1780910100000,63495.731999999996,-3.4220739413881924,-1.1145827428825563,closed,1780893000000,triangle-trend-zones-15m-scoring-v1,symmetrical,2.9539916947906355,74.22806938790075,10.0,6.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,long,1780912800000,63510.739499999996,0.004440008254851389,62375.0,65690.0,1781010900000,62343.8125,-5.460563137704261,-1.082866516485515,closed,1780911900000,triangle-trend-zones-15m-scoring-v1,symmetrical,4.906209121610785,79.41832302104437,15.0,6.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1781011800000,62288.840000000004,0.008712332689146899,62882.0,61202.0,1781016300000,61232.600999999995,8.664225623134492,1.6765767743947924,closed,1781010900000,triangle-trend-zones-15m-scoring-v1,descending,4.878906305922263,78.29296072870865,10.0,13.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1781017200000,61498.2355,0.0021892783249983405,62882.0,58835.0,1781158500000,62913.441,-3.234464619937509,-1.0676754160480335,closed,1781016300000,triangle-trend-zones-15m-scoring-v1,descending,2.9533364604227614,71.57783417935701,17.0,6.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1781181000000,62617.675500000005,0.007787389064981347,63026.0,61892.0,1781185500000,63057.513,-3.9145265322008727,-1.2310676784028391,closed,1781180100000,triangle-trend-zones-15m-scoring-v1,ascending,2.943633066562949,73.35105903560162,8.0,6.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,long,1781200800000,63662.8155,0.004359038785260699,62510.0,65873.0,1781494200000,65840.0635,9.208454440949355,1.8324671731946804,closed,1781199900000,triangle-trend-zones-15m-scoring-v1,descending,4.886482478277244,79.15614170526678,17.0,6.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,long,1781523000000,66284.1255,0.00645618422837957,65487.0,67779.0,1781619300000,65454.2565,-5.783050781491392,-1.12371037057527,closed,1781522100000,triangle-trend-zones-15m-scoring-v1,descending,4.932524750481991,85.14732142857143,15.0,13.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1781620200000,65503.232,0.0034339002076852476,66964.0,62680.0,1781796600000,62711.34,9.366940495925268,1.8673634102061478,closed,1781619300000,triangle-trend-zones-15m-scoring-v1,ascending,4.903609496574534,77.6046529199952,10.0,10.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1781797500000,62712.628000000004,0.0029537256557602386,64420.0,59392.0,1782011700000,64452.21,-5.326053005954289,-1.0561051832875314,closed,1781796600000,triangle-trend-zones-15m-scoring-v1,symmetrical,4.95044419905416,84.39657386796395,20.0,6.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1782018900000,64178.8945,0.03260803929817476,64361.0,63908.0,1782030600000,63939.954,5.702528990563216,0.9603283577377199,closed,1782018000000,triangle-trend-zones-15m-scoring-v1,ascending,4.923813934024389,91.30049127064842,13.0,20.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1782076500000,63550.209,0.00736953359966846,64255.0,62239.0,1782090900000,64287.127499999995,-5.901796419281663,-1.1362760992265726,closed,1782075600000,triangle-trend-zones-15m-scoring-v1,descending,4.952326578977205,75.11169164788993,13.0,6.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,long,1782128700000,64631.299499999994,0.00834375863878101,64009.0,65779.0,1782166500000,63976.995500000005,-5.995892938601454,-1.1547625339567145,closed,1782127800000,triangle-trend-zones-15m-scoring-v1,symmetrical,4.922817596880797,93.37119273420643,20.0,16.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1782167400000,63982.9925,0.007669025285560799,64653.0,62739.0,1782195300000,62770.36949999999,8.813599079748725,1.7152738126065863,closed,1782166500000,triangle-trend-zones-15m-scoring-v1,descending,4.89283813218779,76.42607398946633,13.0,6.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1782196200000,62702.633,0.0032868882340789172,64236.0,59730.0,1782319500000,59759.865,9.471289242927902,1.8792218373031417,closed,1782195300000,triangle-trend-zones-15m-scoring-v1,descending,4.936906127586534,80.59220488531777,17.0,6.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1782320400000,59792.089,0.0014772562459398854,63196.0,53074.0,1783187100000,63227.598,-5.165992928729847,-1.0273531956329054,closed,1782319500000,triangle-trend-zones-15m-scoring-v1,ascending,4.984262573801173,91.78395624567422,17.0,20.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1783206900000,62945.5115,0.006146817284079576,63460.0,62008.0,1783289700000,63491.729999999996,-3.746098627385763,-1.1845495492124625,closed,1783206000000,triangle-trend-zones-15m-scoring-v1,ascending,2.9750595654945147,73.72810358994408,10.0,6.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,long,1783290600000,63747.85799999999,0.004398666176331786,62592.0,65961.0,1783338300000,62560.704000000005,-5.499688745622184,-1.0817144329147659,closed,1783289700000,triangle-trend-zones-15m-scoring-v1,ascending,4.939702116020595,80.0723099434407,17.0,6.0,20.0,18.861646234676027,1,0,0.00027670753064794427,0.0,0.002
BTC,15m,long,1783372500000,64348.157999999996,0.006692375575330361,63582.0,65784.0,1783390500000,63550.209,-5.76814635167696,-1.1249614093959706,closed,1783371600000,triangle-trend-zones-15m-scoring-v1,ascending,4.912203672292485,79.6859127171958,17.0,6.0,20.0,20.0,0,0,0.0,0.0,0.002
BTC,15m,short,1783391400000,63539.2145,0.003855286532000605,64331.0,62051.0,1783499400000,62082.025499999996,5.375728188926844,1.7610557152158117,closed,1783390500000,triangle-trend-zones-15m-scoring-v1,symmetrical,2.9300177643204597,74.14634212967405,10.0,6.0,20.0,17.013355448061397,2,0,0.001973289103877208,0.0,0.002
BTC,15m,short,1783502100000,61850.0595,0.004663097418308389,62933.0,59774.0,1783579500000,62964.466499999995,-5.487599551623752,-1.0866841373094784,closed,1783501200000,triangle-trend-zones-15m-scoring-v1,descending,4.910241581478734,83.96166412847847,20.0,6.0,20.0,20.0,0,0,0.0,0.0,0.002
