symbol,timeframe,decision,side,score,reasons,entry_price,stop_loss,take_profit,reward_risk,strategy_version,triangle_type,open_time
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769173200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769176800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769180400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769184000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769187600000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769191200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769194800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769198400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769202000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769205600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769209200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769212800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769216400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769220000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769223600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769227200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769230800000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769234400000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769238000000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769241600000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769245200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769248800000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769252400000
BTC,1h,rejected,short,0.0,blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,ascending,1769256000000
BTC,1h,rejected,short,0.0,blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,ascending,1769259600000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769263200000
BTC,1h,rejected,short,0.0,blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,ascending,1769266800000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769270400000
BTC,1h,rejected,short,0.0,blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,ascending,1769274000000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769277600000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1769281200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1769284800000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1769288400000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1769292000000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1769295600000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1769299200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1769302800000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1769306400000
BTC,1h,rejected,short,0.0,blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,descending,1769310000000
BTC,1h,rejected,short,0.0,blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,descending,1769313600000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1769317200000
BTC,1h,rejected,short,0.0,blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,descending,1769320800000
BTC,1h,rejected,short,0.0,blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,descending,1769324400000
BTC,1h,rejected,short,0.0,blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,descending,1769328000000
BTC,1h,rejected,short,0.0,blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,descending,1769331600000
BTC,1h,rejected,short,0.0,blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,descending,1769335200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769338800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769342400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769346000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769349600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769353200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769356800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769360400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769364000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769367600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769371200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769374800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769378400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769382000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769385600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769389200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769392800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769396400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769400000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769403600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769407200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769410800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769414400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769418000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769421600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769425200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,symmetrical,1769428800000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,symmetrical,1769432400000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,symmetrical,1769436000000
BTC,1h,rejected,short,0.0,blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,symmetrical,1769439600000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,symmetrical,1769443200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,symmetrical,1769446800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769450400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769454000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769457600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769461200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769464800000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769468400000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769472000000
BTC,1h,rejected,long,0.0,trend is not bullish for long;blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,ascending,1769475600000
BTC,1h,rejected,long,0.0,trend is not bullish for long;blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,ascending,1769479200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769482800000
BTC,1h,rejected,long,0.0,trend is not bullish for long;blocked by nearby opposite zone,,,,,triangle-trend-zones-v1,ascending,1769486400000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769490000000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769493600000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769497200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769500800000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769504400000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769508000000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769511600000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769515200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769518800000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769522400000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769526000000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769529600000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769533200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769536800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769540400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769544000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769547600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769551200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769554800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769558400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769562000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769565600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769569200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769572800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769576400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769580000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769583600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769587200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769590800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769594400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769598000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769601600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769605200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769608800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769612400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769616000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769619600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769623200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769626800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769630400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769634000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769637600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769641200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769644800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769648400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769652000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769655600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769659200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769662800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769666400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769670000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769673600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769677200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769680800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769684400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769688000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769691600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769695200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769698800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769702400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769706000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769709600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769713200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769716800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769720400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769724000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769727600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769731200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769734800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769738400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769742000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769745600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769749200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769752800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769756400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769760000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769763600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769767200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769770800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769774400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769778000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769781600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769785200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769788800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769792400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769796000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769799600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769803200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769806800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769810400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769814000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769817600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769821200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769824800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769828400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769832000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769835600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769839200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769842800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769846400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769850000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769853600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769857200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769860800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769864400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769868000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769871600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769875200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769878800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769882400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769886000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769889600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769893200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769896800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769900400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769904000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769907600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769911200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769914800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769918400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769922000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769925600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769929200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769932800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769936400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769940000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769943600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769947200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769950800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769954400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769958000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769961600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769965200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769968800000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769972400000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,ascending,1769976000000
BTC,1h,accepted,short,1.0,triangle breakout confirmed;bearish trend aligned,76489.0,78404.0,72659.0,2.0,triangle-trend-zones-v1,symmetrical,1769979600000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,symmetrical,1769983200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,symmetrical,1769986800000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,symmetrical,1769990400000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,symmetrical,1769994000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1769997600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770001200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770004800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770008400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770012000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770015600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770019200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770022800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770026400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770030000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770033600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770037200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770040800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770044400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770048000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770051600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770055200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770058800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770062400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770066000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770069600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770073200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770076800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770080400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770084000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770087600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770091200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770094800000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770098400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770102000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770105600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770109200000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770112800000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1770116400000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1770120000000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1770123600000
BTC,1h,accepted,short,1.0,triangle breakout confirmed;bearish trend aligned,77166.0,79042.0,73414.0,2.0,triangle-trend-zones-v1,descending,1770127200000
BTC,1h,no_setup,,0.0,no confirmed breakout,,,,,triangle-trend-zones-v1,descending,1770130800000
BTC,1h,accepted,short,1.0,triangle breakout confirmed;bearish trend aligned,76460.0,79042.0,71296.0,2.0,triangle-trend-zones-v1,descending,1770134400000
BTC,1h,accepted,short,1.0,triangle breakout confirmed;bearish trend aligned,74866.0,79042.0,66514.0,2.0,triangle-trend-zones-v1,descending,1770138000000
BTC,1h,accepted,short,1.0,triangle breakout confirmed;bearish trend aligned,73121.0,79042.0,61279.0,2.0,triangle-trend-zones-v1,descending,1770141600000
BTC,1h,accepted,short,1.0,triangle breakout confirmed;bearish trend aligned,74897.0,79042.0,66607.0,2.0,triangle-trend-zones-v1,descending,1770145200000
BTC,1h,accepted,short,1.0,triangle breakout confirmed;bearish trend aligned,76459.0,79042.0,71293.0,2.0,triangle-trend-zones-v1,descending,1770148800000
BTC,1h,accepted,short,1.0,triangle breakout confirmed;bearish trend aligned,76205.0,79042.0,70531.0,2.0,triangle-trend-zones-v1,descending,1770152400000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770156000000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770159600000
BTC,1h,no_setup,,0.0,no valid triangle,,,,,triangle-trend-zones-v1,,1770163200000
