symbol,timeframe,decision,side,score,reasons,entry_price,stop_loss,take_profit,reward_risk,strategy_version,triangle_type,open_time,position_size,risk_amount,metadata
BTC,15m,accepted,short,78.47213468443996,valid triangle candidate;confirmed breakout;resistance above entry;reward/risk target met,62254.0,62882.0,60998.0,2.0,triangle-trend-zones-15m-scoring-v1,descending,1781012700000,0.007802869934107116,4.900202318619269,"{""candidate_count"": 1, ""triangle_candidates_found"": 1, ""breakout_candidates_found"": 1, ""scored_candidates"": 1, ""rejected_by_absolute_risk"": 0, ""rejected_by_score"": 0, ""score_total"": 78.47213468443996, ""score_triangle_quality"": 18.666666666666664, ""score_breakout_quality"": 19.8054680177733, ""score_trend_quality"": 10.0, ""score_zone_quality"": 10.0, ""score_risk_quality"": 20.0, ""score_reasons"": [""valid triangle candidate"", ""confirmed breakout"", ""resistance above entry"", ""reward/risk target met""], ""score_penalties"": [""EMA trend mismatch"", ""opposite zone within 1.0R""], ""candidate_rank"": 1, ""triangle_cleanliness_score"": 20.0, ""triangle_wick_violation_count"": 0, ""triangle_close_violation_count"": 0, ""triangle_max_wick_violation"": 0.0, ""triangle_max_close_violation"": 0.0, ""triangle_line_tolerance_used"": 0.002, ""zone_block"": {""zone_kind"": ""support"", ""zone_low"": 61558.0, ""zone_high"": 61661.0, ""distance_to_zone"": 593.0, ""distance_to_zone_r"": 0.9442675159235668, ""zone_touches"": 5, ""zone_strength"": 5.0}}"
BTC,15m,accepted,short,81.27831715210355,valid triangle candidate;confirmed breakout;EMA trend aligned;resistance above entry;reward/risk target met,61989.0,62882.0,60203.0,2.0,triangle-trend-zones-15m-scoring-v1,descending,1781013600000,0.005487348621074209,4.900202318619269,"{""candidate_count"": 1, ""triangle_candidates_found"": 1, ""breakout_candidates_found"": 1, ""scored_candidates"": 1, ""rejected_by_absolute_risk"": 0, ""rejected_by_score"": 0, ""score_total"": 81.27831715210355, ""score_triangle_quality"": 18.666666666666664, ""score_breakout_quality"": 19.611650485436893, ""score_trend_quality"": 17.0, ""score_zone_quality"": 6.0, ""score_risk_quality"": 20.0, ""score_reasons"": [""valid triangle candidate"", ""confirmed breakout"", ""EMA trend aligned"", ""resistance above entry"", ""reward/risk target met""], ""score_penalties"": [""opposite zone within 0.5R""], ""candidate_rank"": 1, ""triangle_cleanliness_score"": 20.0, ""triangle_wick_violation_count"": 0, ""triangle_close_violation_count"": 0, ""triangle_max_wick_violation"": 0.0, ""triangle_max_close_violation"": 0.0, ""triangle_line_tolerance_used"": 0.002, ""zone_block"": {""zone_kind"": ""support"", ""zone_low"": 61558.0, ""zone_high"": 61661.0, ""distance_to_zone"": 328.0, ""distance_to_zone_r"": 0.3673012318029115, ""zone_touches"": 5, ""zone_strength"": 5.0}}"
BTC,15m,accepted,short,81.1448450347881,valid triangle candidate;confirmed breakout;EMA trend aligned;resistance above entry;reward/risk target met,61574.0,62882.0,58958.0,2.0,triangle-trend-zones-15m-scoring-v1,descending,1781014500000,0.0037463320478740587,4.900202318619269,"{""candidate_count"": 1, ""triangle_candidates_found"": 1, ""breakout_candidates_found"": 1, ""scored_candidates"": 1, ""rejected_by_absolute_risk"": 0, ""rejected_by_score"": 0, ""score_total"": 81.1448450347881, ""score_triangle_quality"": 18.666666666666664, ""score_breakout_quality"": 19.47817836812144, ""score_trend_quality"": 17.0, ""score_zone_quality"": 6.0, ""score_risk_quality"": 20.0, ""score_reasons"": [""valid triangle candidate"", ""confirmed breakout"", ""EMA trend aligned"", ""resistance above entry"", ""reward/risk target met""], ""score_penalties"": [""opposite zone within 0.5R""], ""candidate_rank"": 1, ""triangle_cleanliness_score"": 20.0, ""triangle_wick_violation_count"": 0, ""triangle_close_violation_count"": 0, ""triangle_max_wick_violation"": 0.0, ""triangle_max_close_violation"": 0.0, ""triangle_line_tolerance_used"": 0.002, ""zone_block"": {""zone_kind"": ""support"", ""zone_low"": 61095.0, ""zone_high"": 61204.0, ""distance_to_zone"": 370.0, ""distance_to_zone_r"": 0.28287461773700306, ""zone_touches"": 4, ""zone_strength"": 4.0}}"
BTC,15m,accepted,short,81.02807971014492,valid triangle candidate;confirmed breakout;EMA trend aligned;resistance above entry;reward/risk target met,61340.0,62882.0,58256.0,2.0,triangle-trend-zones-15m-scoring-v1,descending,1781015400000,0.003177822515317295,4.900202318619269,"{""candidate_count"": 1, ""triangle_candidates_found"": 1, ""breakout_candidates_found"": 1, ""scored_candidates"": 1, ""rejected_by_absolute_risk"": 0, ""rejected_by_score"": 0, ""score_total"": 81.02807971014492, ""score_triangle_quality"": 18.666666666666664, ""score_breakout_quality"": 19.36141304347826, ""score_trend_quality"": 17.0, ""score_zone_quality"": 6.0, ""score_risk_quality"": 20.0, ""score_reasons"": [""valid triangle candidate"", ""confirmed breakout"", ""EMA trend aligned"", ""resistance above entry"", ""reward/risk target met""], ""score_penalties"": [""opposite zone within 0.5R""], ""candidate_rank"": 1, ""triangle_cleanliness_score"": 20.0, ""triangle_wick_violation_count"": 0, ""triangle_close_violation_count"": 0, ""triangle_max_wick_violation"": 0.0, ""triangle_max_close_violation"": 0.0, ""triangle_line_tolerance_used"": 0.002, ""zone_block"": {""zone_kind"": ""support"", ""zone_low"": 61095.0, ""zone_high"": 61204.0, ""distance_to_zone"": 136.0, ""distance_to_zone_r"": 0.08819714656290532, ""zone_touches"": 4, ""zone_strength"": 4.0}}"
BTC,15m,accepted,short,71.57783417935701,valid triangle candidate;confirmed breakout;EMA trend aligned;resistance above entry;reward/risk target met,61533.0,62882.0,58835.0,2.0,triangle-trend-zones-15m-scoring-v1,descending,1781016300000,0.002197752473953491,2.964768087363259,"{""candidate_count"": 1, ""triangle_candidates_found"": 1, ""breakout_candidates_found"": 1, ""scored_candidates"": 1, ""rejected_by_absolute_risk"": 0, ""rejected_by_score"": 0, ""score_total"": 71.57783417935701, ""score_triangle_quality"": 18.666666666666664, ""score_breakout_quality"": 9.911167512690357, ""score_trend_quality"": 17.0, ""score_zone_quality"": 6.0, ""score_risk_quality"": 20.0, ""score_reasons"": [""valid triangle candidate"", ""confirmed breakout"", ""EMA trend aligned"", ""resistance above entry"", ""reward/risk target met""], ""score_penalties"": [""breakout candle direction weak"", ""opposite zone within 0.5R""], ""candidate_rank"": 1, ""triangle_cleanliness_score"": 20.0, ""triangle_wick_violation_count"": 0, ""triangle_close_violation_count"": 0, ""triangle_max_wick_violation"": 0.0, ""triangle_max_close_violation"": 0.0, ""triangle_line_tolerance_used"": 0.002, ""zone_block"": {""zone_kind"": ""support"", ""zone_low"": 61095.0, ""zone_high"": 61204.0, ""distance_to_zone"": 329.0, ""distance_to_zone_r"": 0.24388435878428466, ""zone_touches"": 4, ""zone_strength"": 4.0}}"
BTC,15m,no_setup,,0.0,no confirmed breakout candidates,,,,,triangle-trend-zones-15m-scoring-v1,,1781017200000,,,"{""candidate_count"": 1, ""triangle_candidates_found"": 1, ""breakout_candidates_found"": 0, ""scored_candidates"": 0, ""rejected_by_absolute_risk"": 0, ""rejected_by_score"": 0}"
BTC,15m,accepted,short,81.59259259259258,valid triangle candidate;confirmed breakout;EMA trend aligned;resistance above entry;reward/risk target met,61285.0,62882.0,58091.0,2.0,triangle-trend-zones-15m-scoring-v1,descending,1781018100000,0.003094101531374722,4.941280145605432,"{""candidate_count"": 1, ""triangle_candidates_found"": 1, ""breakout_candidates_found"": 1, ""scored_candidates"": 1, ""rejected_by_absolute_risk"": 0, ""rejected_by_score"": 0, ""score_total"": 81.59259259259258, ""score_triangle_quality"": 18.666666666666664, ""score_breakout_quality"": 19.925925925925924, ""score_trend_quality"": 17.0, ""score_zone_quality"": 6.0, ""score_risk_quality"": 20.0, ""score_reasons"": [""valid triangle candidate"", ""confirmed breakout"", ""EMA trend aligned"", ""resistance above entry"", ""reward/risk target met""], ""score_penalties"": [""opposite zone within 0.5R""], ""candidate_rank"": 1, ""triangle_cleanliness_score"": 20.0, ""triangle_wick_violation_count"": 0, ""triangle_close_violation_count"": 0, ""triangle_max_wick_violation"": 0.0, ""triangle_max_close_violation"": 0.0, ""triangle_line_tolerance_used"": 0.002, ""zone_block"": {""zone_kind"": ""support"", ""zone_low"": 61095.0, ""zone_high"": 61204.0, ""distance_to_zone"": 81.0, ""distance_to_zone_r"": 0.050720100187852224, ""zone_touches"": 4, ""zone_strength"": 4.0}}"
BTC,15m,no_setup,,0.0,no confirmed breakout candidates,,,,,triangle-trend-zones-15m-scoring-v1,,1781019000000,,,"{""candidate_count"": 1, ""triangle_candidates_found"": 1, ""breakout_candidates_found"": 0, ""scored_candidates"": 0, ""rejected_by_absolute_risk"": 0, ""rejected_by_score"": 0}"
BTC,15m,accepted,short,79.22009132420091,valid triangle candidate;confirmed breakout;EMA trend aligned;resistance above entry;reward/risk target met,61111.0,62882.0,57569.0,2.0,triangle-trend-zones-15m-scoring-v1,descending,1781019900000,0.0027901073662368334,4.941280145605432,"{""candidate_count"": 1, ""triangle_candidates_found"": 1, ""breakout_candidates_found"": 1, ""scored_candidates"": 1, ""rejected_by_absolute_risk"": 0, ""rejected_by_score"": 0, ""score_total"": 79.22009132420091, ""score_triangle_quality"": 18.666666666666664, ""score_breakout_quality"": 17.553424657534247, ""score_trend_quality"": 17.0, ""score_zone_quality"": 6.0, ""score_risk_quality"": 20.0, ""score_reasons"": [""valid triangle candidate"", ""confirmed breakout"", ""EMA trend aligned"", ""resistance above entry"", ""reward/risk target met""], ""score_penalties"": [""opposite zone within 0.5R""], ""candidate_rank"": 1, ""triangle_cleanliness_score"": 20.0, ""triangle_wick_violation_count"": 0, ""triangle_close_violation_count"": 0, ""triangle_max_wick_violation"": 0.0, ""triangle_max_close_violation"": 0.0, ""triangle_line_tolerance_used"": 0.002, ""zone_block"": {""zone_kind"": ""support"", ""zone_low"": 60603.0, ""zone_high"": 60714.0, ""distance_to_zone"": 397.0, ""distance_to_zone_r"": 0.22416713721061546, ""zone_touches"": 4, ""zone_strength"": 4.0}}"
BTC,15m,accepted,short,79.21956769055745,valid triangle candidate;confirmed breakout;EMA trend aligned;resistance above entry;reward/risk target met,60974.0,62882.0,57158.0,2.0,triangle-trend-zones-15m-scoring-v1,descending,1781020800000,0.0025897694683466622,4.941280145605432,"{""candidate_count"": 1, ""triangle_candidates_found"": 1, ""breakout_candidates_found"": 1, ""scored_candidates"": 1, ""rejected_by_absolute_risk"": 0, ""rejected_by_score"": 0, ""score_total"": 79.21956769055745, ""score_triangle_quality"": 18.666666666666664, ""score_breakout_quality"": 17.552901023890787, ""score_trend_quality"": 17.0, ""score_zone_quality"": 6.0, ""score_risk_quality"": 20.0, ""score_reasons"": [""valid triangle candidate"", ""confirmed breakout"", ""EMA trend aligned"", ""resistance above entry"", ""reward/risk target met""], ""score_penalties"": [""opposite zone within 0.5R""], ""candidate_rank"": 1, ""triangle_cleanliness_score"": 20.0, ""triangle_wick_violation_count"": 0, ""triangle_close_violation_count"": 0, ""triangle_max_wick_violation"": 0.0, ""triangle_max_close_violation"": 0.0, ""triangle_line_tolerance_used"": 0.002, ""zone_block"": {""zone_kind"": ""support"", ""zone_low"": 60603.0, ""zone_high"": 60714.0, ""distance_to_zone"": 260.0, ""distance_to_zone_r"": 0.13626834381551362, ""zone_touches"": 4, ""zone_strength"": 4.0}}"
BTC,15m,no_setup,,0.0,no confirmed breakout candidates,,,,,triangle-trend-zones-15m-scoring-v1,,1781021700000,,,"{""candidate_count"": 1, ""triangle_candidates_found"": 1, ""breakout_candidates_found"": 0, ""scored_candidates"": 0, ""rejected_by_absolute_risk"": 0, ""rejected_by_score"": 0}"
