time,equity
1779119100000,1000.0
1779120000000,1000.0
1779120900000,1000.0
1779121800000,1000.0
1779122700000,1000.0
1779123600000,1000.0
1779124500000,1000.0
1779125400000,1000.0
1779126300000,1000.0
1779127200000,1000.0
1779128100000,1000.0
1779129000000,1000.0
1779129900000,1000.0
1779130800000,1000.0
1779131700000,1000.0
1779132600000,1000.0
1779133500000,1000.0
1779134400000,1000.0
1779135300000,1000.0
1779136200000,1000.0
1779137100000,1000.0
1779138000000,1000.0
1779138900000,1000.0
1779139800000,1000.0
1779140700000,1000.0
1779141600000,1000.0
1779142500000,1000.0
1779143400000,1000.0
1779144300000,1000.0
1779145200000,1000.0
1779146100000,1000.0
1779147000000,1000.0
1779147900000,1000.0
1779148800000,1000.0
1779149700000,1000.0
1779150600000,1000.0
1779151500000,1000.0
1779152400000,1000.0
1779153300000,1000.0
1779154200000,1000.0
1779155100000,1000.0
1779156000000,1000.0
1779156900000,1000.0
1779157800000,1000.0
1779158700000,1000.0
1779159600000,1000.0
1779160500000,1000.0
1779161400000,1000.0
1779162300000,1000.0
1779163200000,1000.0
1779164100000,1000.0
1779165000000,1000.0
1779165900000,1000.0
1779166800000,1000.0
1779167700000,1000.0
1779168600000,1000.0
1779169500000,1000.0
1779170400000,1000.0
1779171300000,1000.0
1779172200000,1000.0
1779173100000,1000.0
1779174000000,1000.0
1779174900000,1000.0
1779175800000,1000.0
1779176700000,1000.0
1779177600000,1000.0
1779178500000,1000.0
1779179400000,1000.0
1779180300000,1000.0
1779181200000,1000.0
1779182100000,1000.0
1779183000000,1000.0
1779183900000,1000.0
1779184800000,1000.0
1779185700000,1000.0
1779186600000,1000.0
1779187500000,1000.0
1779188400000,1000.0
1779189300000,1000.0
1779190200000,1000.0
1779191100000,1000.0
1779192000000,1000.0
1779192900000,1000.0
1779193800000,1000.0
1779194700000,1000.0
1779195600000,1000.0
1779196500000,1000.0
1779197400000,1000.0
1779198300000,1000.0
1779199200000,1000.0
1779200100000,1000.0
1779201000000,1000.0
1779201900000,1000.0
1779202800000,1000.0
1779203700000,1000.0
1779204600000,1000.0
1779205500000,1000.0
1779206400000,1000.0
1779207300000,1000.0
1779208200000,1000.0
1779209100000,1000.0
1779210000000,1000.0
1779210900000,1000.0
1779211800000,1000.0
1779212700000,1000.0
1779213600000,1000.0
1779214500000,1000.0
1779215400000,1000.0
1779216300000,1000.0
1779217200000,1000.0
1779218100000,1000.0
1779219000000,1000.0
1779219900000,1000.0
1779220800000,1000.0
1779221700000,1000.0
1779222600000,1000.0
1779223500000,1000.0
1779224400000,1000.0
1779225300000,1000.0
1779226200000,1000.0
1779227100000,1000.0
1779228000000,1000.0
1779228900000,1000.0
1779229800000,1000.0
1779230700000,1000.0
1779231600000,1000.0
1779232500000,1000.0
1779233400000,1000.0
1779234300000,1000.0
1779235200000,1000.0
1779236100000,1000.0
1779237000000,1000.0
1779237900000,1000.0
1779238800000,1000.0
1779239700000,1000.0
1779240600000,1000.0
1779241500000,1000.0
1779242400000,1000.0
1779243300000,1000.0
1779244200000,1000.0
1779245100000,1000.0
1779246000000,1000.0
1779246900000,1000.0
1779247800000,1000.0
1779248700000,1000.0
1779249600000,1000.0
1779250500000,1000.0
1779251400000,1000.0
1779252300000,1000.0
1779253200000,1000.0
1779254100000,1000.0
1779255000000,1000.0
1779255900000,1000.0
1779256800000,1000.0
1779257700000,1000.0
1779258600000,1000.0
1779259500000,1000.0
1779260400000,1000.0
1779261300000,994.1687638656433
1779262200000,994.1687638656433
1779263100000,994.1687638656433
1779264000000,994.1687638656433
1779264900000,994.1687638656433
1779265800000,994.1687638656433
1779266700000,994.1687638656433
1779267600000,994.1687638656433
1779268500000,994.1687638656433
1779269400000,994.1687638656433
1779270300000,994.1687638656433
1779271200000,994.1687638656433
1779272100000,994.1687638656433
1779273000000,994.1687638656433
1779273900000,994.1687638656433
1779274800000,994.1687638656433
1779275700000,994.1687638656433
1779276600000,994.1687638656433
1779277500000,994.1687638656433
1779278400000,994.1687638656433
1779279300000,994.1687638656433
1779280200000,994.1687638656433
1779281100000,994.1687638656433
1779282000000,994.1687638656433
1779282900000,994.1687638656433
1779283800000,994.1687638656433
1779284700000,994.1687638656433
1779285600000,994.1687638656433
1779286500000,994.1687638656433
1779287400000,994.1687638656433
1779288300000,994.1687638656433
1779289200000,994.1687638656433
1779290100000,994.1687638656433
1779291000000,994.1687638656433
1779291900000,994.1687638656433
1779292800000,994.1687638656433
1779293700000,994.1687638656433
1779294600000,994.1687638656433
1779295500000,994.1687638656433
1779296400000,994.1687638656433
1779297300000,994.1687638656433
1779298200000,994.1687638656433
1779299100000,994.1687638656433
1779300000000,994.1687638656433
1779300900000,994.1687638656433
1779301800000,994.1687638656433
1779302700000,994.1687638656433
1779303600000,994.1687638656433
1779304500000,994.1687638656433
1779305400000,994.1687638656433
1779306300000,994.1687638656433
1779307200000,994.1687638656433
1779308100000,994.1687638656433
1779309000000,994.1687638656433
1779309900000,994.1687638656433
1779310800000,994.1687638656433
1779311700000,994.1687638656433
1779312600000,994.1687638656433
1779313500000,994.1687638656433
1779314400000,994.1687638656433
1779315300000,994.1687638656433
1779316200000,994.1687638656433
1779317100000,994.1687638656433
1779318000000,994.1687638656433
1779318900000,994.1687638656433
1779319800000,994.1687638656433
1779320700000,994.1687638656433
1779321600000,994.1687638656433
1779322500000,994.1687638656433
1779323400000,994.1687638656433
1779324300000,994.1687638656433
1779325200000,994.1687638656433
1779326100000,994.1687638656433
1779327000000,994.1687638656433
1779327900000,994.1687638656433
1779328800000,994.1687638656433
1779329700000,994.1687638656433
1779330600000,994.1687638656433
1779331500000,994.1687638656433
1779332400000,994.1687638656433
1779333300000,994.1687638656433
1779334200000,994.1687638656433
1779335100000,994.1687638656433
1779336000000,994.1687638656433
1779336900000,994.1687638656433
1779337800000,994.1687638656433
1779338700000,994.1687638656433
1779339600000,994.1687638656433
1779340500000,994.1687638656433
1779341400000,994.1687638656433
1779342300000,994.1687638656433
1779343200000,994.1687638656433
1779344100000,994.1687638656433
1779345000000,994.1687638656433
1779345900000,994.1687638656433
1779346800000,994.1687638656433
1779347700000,994.1687638656433
1779348600000,994.1687638656433
1779349500000,994.1687638656433
1779350400000,994.1687638656433
1779351300000,994.1687638656433
1779352200000,994.1687638656433
1779353100000,994.1687638656433
1779354000000,994.1687638656433
1779354900000,994.1687638656433
1779355800000,994.1687638656433
1779356700000,994.1687638656433
1779357600000,994.1687638656433
1779358500000,994.1687638656433
1779359400000,994.1687638656433
1779360300000,994.1687638656433
1779361200000,994.1687638656433
1779362100000,994.1687638656433
1779363000000,994.1687638656433
1779363900000,994.1687638656433
1779364800000,994.1687638656433
1779365700000,994.1687638656433
1779366600000,994.1687638656433
1779367500000,994.1687638656433
1779368400000,994.1687638656433
1779369300000,994.1687638656433
1779370200000,994.1687638656433
1779371100000,994.1687638656433
1779372000000,994.1687638656433
1779372900000,994.1687638656433
1779373800000,994.1687638656433
1779374700000,994.1687638656433
1779375600000,994.1687638656433
1779376500000,994.1687638656433
1779377400000,994.1687638656433
1779378300000,994.1687638656433
1779379200000,994.1687638656433
1779380100000,994.1687638656433
1779381000000,994.1687638656433
1779381900000,994.1687638656433
1779382800000,994.1687638656433
1779383700000,994.1687638656433
1779384600000,994.1687638656433
1779385500000,994.1687638656433
1779386400000,994.1687638656433
1779387300000,994.1687638656433
1779388200000,994.1687638656433
1779389100000,994.1687638656433
1779390000000,994.1687638656433
1779390900000,994.1687638656433
1779391800000,994.1687638656433
1779392700000,994.1687638656433
1779393600000,994.1687638656433
1779394500000,994.1687638656433
1779395400000,994.1687638656433
1779396300000,994.1687638656433
1779397200000,994.1687638656433
1779398100000,994.1687638656433
1779399000000,994.1687638656433
1779399900000,994.1687638656433
1779400800000,994.1687638656433
1779401700000,994.1687638656433
1779402600000,994.1687638656433
1779403500000,994.1687638656433
1779404400000,994.1687638656433
1779405300000,994.1687638656433
1779406200000,994.1687638656433
1779407100000,994.1687638656433
1779408000000,994.1687638656433
1779408900000,994.1687638656433
1779409800000,994.1687638656433
1779410700000,994.1687638656433
1779411600000,994.1687638656433
1779412500000,994.1687638656433
1779413400000,994.1687638656433
1779414300000,994.1687638656433
1779415200000,994.1687638656433
1779416100000,994.1687638656433
1779417000000,994.1687638656433
1779417900000,994.1687638656433
1779418800000,994.1687638656433
1779419700000,994.1687638656433
1779420600000,994.1687638656433
1779421500000,994.1687638656433
1779422400000,994.1687638656433
1779423300000,994.1687638656433
1779424200000,994.1687638656433
1779425100000,994.1687638656433
1779426000000,994.1687638656433
1779426900000,994.1687638656433
1779427800000,994.1687638656433
1779428700000,994.1687638656433
1779429600000,994.1687638656433
1779430500000,994.1687638656433
1779431400000,994.1687638656433
1779432300000,994.1687638656433
1779433200000,994.1687638656433
1779434100000,994.1687638656433
1779435000000,994.1687638656433
1779435900000,994.1687638656433
1779436800000,994.1687638656433
1779437700000,994.1687638656433
1779438600000,994.1687638656433
1779439500000,994.1687638656433
1779440400000,994.1687638656433
1779441300000,994.1687638656433
1779442200000,994.1687638656433
1779443100000,994.1687638656433
1779444000000,994.1687638656433
1779444900000,994.1687638656433
1779445800000,994.1687638656433
1779446700000,994.1687638656433
1779447600000,994.1687638656433
1779448500000,994.1687638656433
1779449400000,994.1687638656433
1779450300000,994.1687638656433
1779451200000,994.1687638656433
1779452100000,994.1687638656433
1779453000000,994.1687638656433
1779453900000,994.1687638656433
1779454800000,994.1687638656433
1779455700000,994.1687638656433
1779456600000,994.1687638656433
1779457500000,994.1687638656433
1779458400000,994.1687638656433
1779459300000,994.1687638656433
1779460200000,994.1687638656433
1779461100000,994.1687638656433
1779462000000,988.2804458117158
1779462900000,988.2804458117158
1779463800000,988.2804458117158
1779464700000,988.2804458117158
1779465600000,988.2804458117158
1779466500000,988.2804458117158
1779467400000,988.2804458117158
1779468300000,988.2804458117158
1779469200000,988.2804458117158
1779470100000,988.2804458117158
1779471000000,988.2804458117158
1779471900000,988.2804458117158
1779472800000,988.2804458117158
1779473700000,988.2804458117158
1779474600000,988.2804458117158
1779475500000,988.2804458117158
1779476400000,988.2804458117158
1779477300000,988.2804458117158
1779478200000,988.2804458117158
1779479100000,988.2804458117158
1779480000000,988.2804458117158
1779480900000,988.2804458117158
1779481800000,988.2804458117158
1779482700000,988.2804458117158
1779483600000,988.2804458117158
1779484500000,988.2804458117158
1779485400000,988.2804458117158
1779486300000,988.2804458117158
1779487200000,988.2804458117158
1779488100000,988.2804458117158
1779489000000,993.2519944311902
1779489900000,993.2519944311902
1779490800000,993.2519944311902
1779491700000,993.2519944311902
1779492600000,993.2519944311902
1779493500000,993.2519944311902
1779494400000,993.2519944311902
1779495300000,993.2519944311902
1779496200000,993.2519944311902
1779497100000,993.2519944311902
1779498000000,993.2519944311902
1779498900000,993.2519944311902
1779499800000,993.2519944311902
1779500700000,993.2519944311902
1779501600000,993.2519944311902
1779502500000,993.2519944311902
1779503400000,993.2519944311902
1779504300000,993.2519944311902
1779505200000,993.2519944311902
1779506100000,993.2519944311902
1779507000000,993.2519944311902
1779507900000,993.2519944311902
1779508800000,993.2519944311902
1779509700000,993.2519944311902
1779510600000,993.2519944311902
1779511500000,993.2519944311902
1779512400000,993.2519944311902
1779513300000,993.2519944311902
1779514200000,993.2519944311902
1779515100000,993.2519944311902
1779516000000,993.2519944311902
1779516900000,993.2519944311902
1779517800000,993.2519944311902
